epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,2571.13,0.83815,0.73656,0.97025,0.32179,0.70012,0.4076,0.33267,0.78559,2.17366,0.95392,9.1612e-05,9.1612e-05,9.1612e-05
78,2604.19,0.85071,0.7026,0.98024,0.31261,0.65611,0.39815,0.32843,0.76025,2.22868,0.94388,8.7949e-05,8.7949e-05,8.7949e-05
79,2637.57,0.86265,0.74174,0.99386,0.29122,0.67157,0.38536,0.31637,0.7708,2.33185,0.94425,8.4286e-05,8.4286e-05,8.4286e-05
80,2671.15,0.86618,0.75602,0.9886,0.30475,0.6901,0.39753,0.32876,0.76551,2.36433,0.94383,8.0623e-05,8.0623e-05,8.0623e-05
81,2704.43,0.83007,0.69025,0.97236,0.30289,0.67849,0.39189,0.31633,0.76373,2.4064,0.93936,7.696e-05,7.696e-05,7.696e-05
82,2737.64,0.8442,0.77153,0.98621,0.28178,0.64856,0.38938,0.31941,0.75514,2.38077,0.939,7.3297e-05,7.3297e-05,7.3297e-05
83,2770.71,0.81849,0.72412,0.96347,0.28515,0.63804,0.39111,0.3178,0.75627,2.33476,0.94443,6.9634e-05,6.9634e-05,6.9634e-05
84,2803.79,0.86335,0.7288,0.98471,0.27417,0.62332,0.38858,0.31158,0.75756,2.41432,0.94594,6.5971e-05,6.5971e-05,6.5971e-05
85,2837.11,0.81378,0.70481,0.96209,0.28098,0.61138,0.3893,0.31616,0.74919,2.4728,0.93695,6.2308e-05,6.2308e-05,6.2308e-05
86,2870.36,0.83137,0.69717,0.96641,0.27533,0.65752,0.38371,0.31513,0.74533,2.5767,0.93025,5.8645e-05,5.8645e-05,5.8645e-05
87,2904.11,0.80256,0.67879,0.96256,0.27805,0.63241,0.38489,0.30995,0.75237,2.55503,0.94032,5.4982e-05,5.4982e-05,5.4982e-05
88,2937.27,0.81451,0.67341,0.96956,0.27037,0.63263,0.38135,0.30567,0.74222,2.59295,0.93766,5.1319e-05,5.1319e-05,5.1319e-05
89,2970.62,0.80106,0.66676,0.95951,0.25268,0.61292,0.37326,0.30219,0.739,2.64712,0.94189,4.7656e-05,4.7656e-05,4.7656e-05
90,3003.71,0.82218,0.69182,0.98368,0.25626,0.60725,0.37692,0.30353,0.73554,2.55847,0.9386,4.3993e-05,4.3993e-05,4.3993e-05
